"_id","clone_url","commit_size","full_name","issue_size","repo_size","status"
"renaudcerrato/FloatingSearchView","https://github.com/renaudcerrato/FloatingSearchView.git","56","renaudcerrato/FloatingSearchView","16","10801","false"
"square/haha","https://github.com/square/haha.git","119","square/haha","24","14318","false"
"aritraroy/PinLockView","https://github.com/aritraroy/PinLockView.git","52","aritraroy/PinLockView","26","357","false"
"tdunning/t-digest","https://github.com/tdunning/t-digest.git","366","tdunning/t-digest","138","42806","true"
"kaku2015/ColorfulNews","https://github.com/kaku2015/ColorfulNews.git","96","kaku2015/ColorfulNews","7","41719","false"
"apache/dubbo-samples","https://github.com/apache/dubbo-samples.git","863","apache/dubbo-samples","270","3810","true"
"hoang8f/android-flat-button","https://github.com/hoang8f/android-flat-button.git","89","hoang8f/android-flat-button","17","2157","false"
"wingjay/BlurImageView","https://github.com/wingjay/BlurImageView.git","45","wingjay/BlurImageView","10","31058","false"
"doublechaintech/scm-biz-suite","https://github.com/doublechaintech/scm-biz-suite.git","311","doublechaintech/scm-biz-suite","15","40113","true"
"fishwjy/MultiType-FilePicker","https://github.com/fishwjy/MultiType-FilePicker.git","58","fishwjy/MultiType-FilePicker","33","21133","false"
"apache/iceberg","https://github.com/apache/iceberg.git","1593","apache/iceberg","2038","18599","true"
"newbiechen1024/NovelReader","https://github.com/newbiechen1024/NovelReader.git","118","newbiechen1024/NovelReader","48","12906","false"
"pinguo-zhouwei/CustomPopwindow","https://github.com/pinguo-zhouwei/CustomPopwindow.git","22","pinguo-zhouwei/CustomPopwindow","14","6400","false"
"tywo45/t-io","https://github.com/tywo45/t-io.git","454","tywo45/t-io","21","32956","true"
"baomidou/mybatis-plus-samples","https://github.com/baomidou/mybatis-plus-samples.git","265","baomidou/mybatis-plus-samples","42","507","true"
"matrixxun/MaterialBadgeTextView","https://github.com/matrixxun/MaterialBadgeTextView.git","80","matrixxun/MaterialBadgeTextView","8","2244","false"
"bootique/bootique","https://github.com/bootique/bootique.git","1274","bootique/bootique","269","2308","true"
"tinkerpop/blueprints","https://github.com/tinkerpop/blueprints.git","1766","tinkerpop/blueprints","166","8887","true"
"venshine/BezierMaker","https://github.com/venshine/BezierMaker.git","41","venshine/BezierMaker","4","20768","false"
"LarsWerkman/HoloColorPicker","https://github.com/LarsWerkman/HoloColorPicker.git","127","LarsWerkman/HoloColorPicker","66","660","false"
"TakWolf/CNode-Material-Design","https://github.com/TakWolf/CNode-Material-Design.git","1439","TakWolf/CNode-Material-Design","71","18627","true"
"ReactiveX/RxNetty","https://github.com/ReactiveX/RxNetty.git","927","ReactiveX/RxNetty","531","6905","true"
"nshmura/RecyclerTabLayout","https://github.com/nshmura/RecyclerTabLayout.git","70","nshmura/RecyclerTabLayout","38","6405","false"
"greenrobot/essentials","https://github.com/greenrobot/essentials.git","253","greenrobot/essentials","28","1041","true"
"razerdp/AnimatedPieView","https://github.com/razerdp/AnimatedPieView.git","188","razerdp/AnimatedPieView","29","11106","false"
"johannilsson/android-actionbar","https://github.com/johannilsson/android-actionbar.git","79","johannilsson/android-actionbar","60","607","false"
"j4velin/Pedometer","https://github.com/j4velin/Pedometer.git","487","j4velin/Pedometer","133","1050","true"
"spring-projects/greenhouse","https://github.com/spring-projects/greenhouse.git","1136","spring-projects/greenhouse","32","4865","true"
"yahoo/squidb","https://github.com/yahoo/squidb.git","1067","yahoo/squidb","269","63523","true"
"loopj/android-smart-image-view","https://github.com/loopj/android-smart-image-view.git","24","loopj/android-smart-image-view","9","30","false"
"mbechler/marshalsec","https://github.com/mbechler/marshalsec.git","15","mbechler/marshalsec","17","469","false"
"febsteam/FEBS-Cloud","https://github.com/febsteam/FEBS-Cloud.git","171","febsteam/FEBS-Cloud","31","4032","false"
"smuyyh/ImageSelector","https://github.com/smuyyh/ImageSelector.git","89","smuyyh/ImageSelector","139","1936","false"
"FangWW/Document","https://github.com/FangWW/Document.git","119","FangWW/Document","0","578617","false"
"heysupratim/MaterialDateRangePicker","https://github.com/heysupratim/MaterialDateRangePicker.git","106","heysupratim/MaterialDateRangePicker","102","868","false"
"easyandroidgroup/UpdatePlugin","https://github.com/easyandroidgroup/UpdatePlugin.git","178","easyandroidgroup/UpdatePlugin","91","6972","false"
"ShamylZakariya/StickyHeaders","https://github.com/ShamylZakariya/StickyHeaders.git","164","ShamylZakariya/StickyHeaders","51","4113","false"
"apache/tinkerpop","https://github.com/apache/tinkerpop.git","17125","apache/tinkerpop","1404","168810","false"
"json-iterator/java","https://github.com/json-iterator/java.git","460","json-iterator/java","195","1280","true"
"GoogleCloudPlatform/community","https://github.com/GoogleCloudPlatform/community.git","1159","GoogleCloudPlatform/community","1636","101395","true"
"npgall/cqengine","https://github.com/npgall/cqengine.git","1388","npgall/cqengine","232","11539","true"
"6thsolution/EasyMVP","https://github.com/6thsolution/EasyMVP.git","107","6thsolution/EasyMVP","37","1606","false"
"jooby-project/jooby","https://github.com/jooby-project/jooby.git","3988","jooby-project/jooby","2277","67972","true"
"blipinsk/RecyclerViewHeader","https://github.com/blipinsk/RecyclerViewHeader.git","75","blipinsk/RecyclerViewHeader","9","262","false"
"androiddevelop/AlignTextView","https://github.com/androiddevelop/AlignTextView.git","83","androiddevelop/AlignTextView","43","1503","false"
"felHR85/UsbSerial","https://github.com/felHR85/UsbSerial.git","415","felHR85/UsbSerial","237","2012","true"
"MarkoMilos/Paginate","https://github.com/MarkoMilos/Paginate.git","17","MarkoMilos/Paginate","40","2540","false"
"romannurik/Android-SwipeToDismiss","https://github.com/romannurik/Android-SwipeToDismiss.git","19","romannurik/Android-SwipeToDismiss","6","35","false"
"RoboBinding/RoboBinding","https://github.com/RoboBinding/RoboBinding.git","1088","RoboBinding/RoboBinding","229","20509","true"
"katzer/cordova-plugin-background-mode","https://github.com/katzer/cordova-plugin-background-mode.git","229","katzer/cordova-plugin-background-mode","306","11501","true"
"linisme/Cipher.so","https://github.com/linisme/Cipher.so.git","59","linisme/Cipher.so","21","356","false"
"waynell/VideoListPlayer","https://github.com/waynell/VideoListPlayer.git","23","waynell/VideoListPlayer","22","6850","false"
"takahirom/PreLollipopTransition","https://github.com/takahirom/PreLollipopTransition.git","138","takahirom/PreLollipopTransition","46","399","false"
"Hitomis/FunGameRefresh","https://github.com/Hitomis/FunGameRefresh.git","100","Hitomis/FunGameRefresh","9","8703","false"
"iSafeBlue/TrackRay","https://github.com/iSafeBlue/TrackRay.git","185","iSafeBlue/TrackRay","20","132215","false"
"antoniolg/MaterialEverywhere","https://github.com/antoniolg/MaterialEverywhere.git","9","antoniolg/MaterialEverywhere","14","130","false"
"openairplay/open-airplay","https://github.com/openairplay/open-airplay.git","61","openairplay/open-airplay","10","7165","false"
"selenide/selenide","https://github.com/selenide/selenide.git","3411","selenide/selenide","1413","10923","true"
"youseries/ureport","https://github.com/youseries/ureport.git","440","youseries/ureport","394","99431","true"
"chthai64/SwipeRevealLayout","https://github.com/chthai64/SwipeRevealLayout.git","77","chthai64/SwipeRevealLayout","47","4450","false"
"GoogleLLP/SuperMarket","https://github.com/GoogleLLP/SuperMarket.git","45","GoogleLLP/SuperMarket","1","149785","false"
"sharpie7/circuitjs1","https://github.com/sharpie7/circuitjs1.git","765","sharpie7/circuitjs1","469","2129","true"
"CaffeineMC/sodium-fabric","https://github.com/CaffeineMC/sodium-fabric.git","325","CaffeineMC/sodium-fabric","518","1571","true"
"Codecademy/EventHub","https://github.com/Codecademy/EventHub.git","273","Codecademy/EventHub","17","1146","true"
"fluttercommunity/flutter_webview_plugin","https://github.com/fluttercommunity/flutter_webview_plugin.git","331","fluttercommunity/flutter_webview_plugin","392","7505","true"
"binarywang/weixin-java-mp-demo","https://github.com/binarywang/weixin-java-mp-demo.git","60","binarywang/weixin-java-mp-demo","115","3148","false"
"cloudfoundry/uaa","https://github.com/cloudfoundry/uaa.git","9332","cloudfoundry/uaa","1483","59132","true"
"lgvalle/android-flux-todo-app","https://github.com/lgvalle/android-flux-todo-app.git","9","lgvalle/android-flux-todo-app","10","41","false"
"neo4j-contrib/neo4j-apoc-procedures","https://github.com/neo4j-contrib/neo4j-apoc-procedures.git","1784","neo4j-contrib/neo4j-apoc-procedures","1471","34480","true"
"spring-projects/spring-data-redis","https://github.com/spring-projects/spring-data-redis.git","2336","spring-projects/spring-data-redis","1927","19981","true"
"naver/ngrinder","https://github.com/naver/ngrinder.git","4828","naver/ngrinder","657","37122","true"
"spring-projects/spring-kafka","https://github.com/spring-projects/spring-kafka.git","1386","spring-projects/spring-kafka","1748","9498","true"
"killme2008/Metamorphosis","https://github.com/killme2008/Metamorphosis.git","378","killme2008/Metamorphosis","87","3290","true"
"mixi-inc/AndroidTraining","https://github.com/mixi-inc/AndroidTraining.git","755","mixi-inc/AndroidTraining","158","50493","true"
"aimacode/aima-java","https://github.com/aimacode/aima-java.git","1530","aimacode/aima-java","396","701702","false"
"limedroid/XDroid","https://github.com/limedroid/XDroid.git","65","limedroid/XDroid","9","1169","false"
"klinker41/android-slidingactivity","https://github.com/klinker41/android-slidingactivity.git","84","klinker41/android-slidingactivity","42","6913","false"
"john990/WaveView","https://github.com/john990/WaveView.git","62","john990/WaveView","12","2701","false"
"Rogero0o/GifLoadingView","https://github.com/Rogero0o/GifLoadingView.git","12","Rogero0o/GifLoadingView","6","54508","false"
"notice501/coolMenu","https://github.com/notice501/coolMenu.git","23","notice501/coolMenu","13","110","false"
"tough1985/RxjavaRetrofitDemo","https://github.com/tough1985/RxjavaRetrofitDemo.git","19","tough1985/RxjavaRetrofitDemo","3","137","false"
"mttkay/ignition","https://github.com/mttkay/ignition.git","352","mttkay/ignition","21","3819","true"
"developer-shivam/Crescento","https://github.com/developer-shivam/Crescento.git","69","developer-shivam/Crescento","9","23908","false"
"apache/rocketmq-spring","https://github.com/apache/rocketmq-spring.git","236","apache/rocketmq-spring","340","423","true"
"GavinCT/AndroidMultiChannelBuildTool","https://github.com/GavinCT/AndroidMultiChannelBuildTool.git","21","GavinCT/AndroidMultiChannelBuildTool","2","18","false"
"jingle1267/android-utils","https://github.com/jingle1267/android-utils.git","144","jingle1267/android-utils","16","18285","false"
"kermitt2/grobid","https://github.com/kermitt2/grobid.git","2288","kermitt2/grobid","456","1108160","false"
"threedr3am/learnjavabug","https://github.com/threedr3am/learnjavabug.git","146","threedr3am/learnjavabug","5","8382","false"
"mikepenz/Android-ActionItemBadge","https://github.com/mikepenz/Android-ActionItemBadge.git","228","mikepenz/Android-ActionItemBadge","72","1060","true"
"jpardogo/GoogleProgressBar","https://github.com/jpardogo/GoogleProgressBar.git","79","jpardogo/GoogleProgressBar","22","1312","false"
"wangjiegulu/RapidFloatingActionButton","https://github.com/wangjiegulu/RapidFloatingActionButton.git","65","wangjiegulu/RapidFloatingActionButton","10","2040","false"
"tobato/FastDFS_Client","https://github.com/tobato/FastDFS_Client.git","81","tobato/FastDFS_Client","181","1074","false"
"ppamorim/Dragger","https://github.com/ppamorim/Dragger.git","194","ppamorim/Dragger","37","10375","false"
"shaohui10086/AdvancedLuban","https://github.com/shaohui10086/AdvancedLuban.git","50","shaohui10086/AdvancedLuban","38","352","false"
"apache/parquet-mr","https://github.com/apache/parquet-mr.git","2275","apache/parquet-mr","774","17434","true"
"tonikelope/megabasterd","https://github.com/tonikelope/megabasterd.git","715","tonikelope/megabasterd","295","144274","false"
"ferredoxin/QNotified","https://github.com/ferredoxin/QNotified.git","1802","ferredoxin/QNotified","779","9495","true"
"kenglxn/QRGen","https://github.com/kenglxn/QRGen.git","302","kenglxn/QRGen","130","641","true"
"a-voyager/BluetoothHelper","https://github.com/a-voyager/BluetoothHelper.git","25","a-voyager/BluetoothHelper","6","137","false"
"modesty/pdf2json","https://github.com/modesty/pdf2json.git","218","modesty/pdf2json","112","108930","false"
"NLPchina/nlp-lang","https://github.com/NLPchina/nlp-lang.git","181","NLPchina/nlp-lang","33","27710","false"
"Instagram/ig-json-parser","https://github.com/Instagram/ig-json-parser.git","139","Instagram/ig-json-parser","61","658","false"
"weidongjian/androidWheelView","https://github.com/weidongjian/androidWheelView.git","88","weidongjian/androidWheelView","44","2552","false"
"YoKeyword/IndexableRecyclerView","https://github.com/YoKeyword/IndexableRecyclerView.git","176","YoKeyword/IndexableRecyclerView","72","15185","false"
"mcxtzhang/AnimShopButton","https://github.com/mcxtzhang/AnimShopButton.git","29","mcxtzhang/AnimShopButton","1","5045","false"
"googlearchive/android-RuntimePermissions","https://github.com/googlearchive/android-RuntimePermissions.git","17","googlearchive/android-RuntimePermissions","24","597","false"
"dain/leveldb","https://github.com/dain/leveldb.git","228","dain/leveldb","101","653","true"
"qinci/MarkdownEditors","https://github.com/qinci/MarkdownEditors.git","39","qinci/MarkdownEditors","13","28157","false"
"antoniolg/MaterializeYourApp","https://github.com/antoniolg/MaterializeYourApp.git","30","antoniolg/MaterializeYourApp","20","500","false"
"kymjs/EmojiChat","https://github.com/kymjs/EmojiChat.git","38","kymjs/EmojiChat","1","30670","false"
"romainguy/google-io-2014","https://github.com/romainguy/google-io-2014.git","16","romainguy/google-io-2014","9","5438","false"
"jenkinsci/gitlab-plugin","https://github.com/jenkinsci/gitlab-plugin.git","1239","jenkinsci/gitlab-plugin","926","6524","true"
"saulmm/CoordinatorExamples","https://github.com/saulmm/CoordinatorExamples.git","30","saulmm/CoordinatorExamples","4","75989","false"
"JasonQS/Anti-recall","https://github.com/JasonQS/Anti-recall.git","158","JasonQS/Anti-recall","22","35151","false"
"sirthias/pegdown","https://github.com/sirthias/pegdown.git","280","sirthias/pegdown","165","11716","true"
"niniloveyou/StateButton","https://github.com/niniloveyou/StateButton.git","37","niniloveyou/StateButton","22","3549","false"
"shaohui10086/ShareUtil","https://github.com/shaohui10086/ShareUtil.git","29","shaohui10086/ShareUtil","14","4979","false"
"Arronlong/httpclientutil","https://github.com/Arronlong/httpclientutil.git","54","Arronlong/httpclientutil","30","262","false"
"survivingwithandroid/Surviving-with-android","https://github.com/survivingwithandroid/Surviving-with-android.git","120","survivingwithandroid/Surviving-with-android","8","52065","false"
"bpellin/keepassdroid","https://github.com/bpellin/keepassdroid.git","1188","bpellin/keepassdroid","188","13034","true"
"rhwayfun/spring-boot-learning-examples","https://github.com/rhwayfun/spring-boot-learning-examples.git","131","rhwayfun/spring-boot-learning-examples","7","355","false"
"OneSignal/react-native-onesignal","https://github.com/OneSignal/react-native-onesignal.git","630","OneSignal/react-native-onesignal","1161","147968","false"
"Dreampie/Resty","https://github.com/Dreampie/Resty.git","643","Dreampie/Resty","56","1923","true"
"cmusphinx/sphinx4","https://github.com/cmusphinx/sphinx4.git","4471","cmusphinx/sphinx4","80","178007","false"
"mitreid-connect/OpenID-Connect-Java-Spring-Server","https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server.git","2705","mitreid-connect/OpenID-Connect-Java-Spring-Server","1298","15058","true"
"google/flogger","https://github.com/google/flogger.git","212","google/flogger","208","722","true"
"zhaozepeng/FloatWindowPermission","https://github.com/zhaozepeng/FloatWindowPermission.git","43","zhaozepeng/FloatWindowPermission","29","136","false"
"azhon/AppUpdate","https://github.com/azhon/AppUpdate.git","286","azhon/AppUpdate","95","30956","true"
"liukelin/canal_mysql_nosql_sync","https://github.com/liukelin/canal_mysql_nosql_sync.git","131","liukelin/canal_mysql_nosql_sync","2","27705","false"
"shaohui10086/BottomDialog","https://github.com/shaohui10086/BottomDialog.git","28","shaohui10086/BottomDialog","15","1011","false"
"REBOOTERS/AndroidAnimationExercise","https://github.com/REBOOTERS/AndroidAnimationExercise.git","867","REBOOTERS/AndroidAnimationExercise","11","101491","true"
"splitwise/TokenAutoComplete","https://github.com/splitwise/TokenAutoComplete.git","262","splitwise/TokenAutoComplete","380","908","true"
"ZuYun/Jgraph","https://github.com/ZuYun/Jgraph.git","68","ZuYun/Jgraph","8","11780","false"
"kaz-Anova/StackNet","https://github.com/kaz-Anova/StackNet.git","138","kaz-Anova/StackNet","59","83822","false"
"stephanenicolas/Quality-Tools-for-Android","https://github.com/stephanenicolas/Quality-Tools-for-Android.git","221","stephanenicolas/Quality-Tools-for-Android","16","4430","true"
"spring-projects/spring-data-mongodb","https://github.com/spring-projects/spring-data-mongodb.git","3096","spring-projects/spring-data-mongodb","3285","27415","true"
"reneargento/algorithms-sedgewick-wayne","https://github.com/reneargento/algorithms-sedgewick-wayne.git","726","reneargento/algorithms-sedgewick-wayne","198","14352","true"
"zeroturnaround/zt-zip","https://github.com/zeroturnaround/zt-zip.git","441","zeroturnaround/zt-zip","115","687","true"
"29jitender/Spotlight","https://github.com/29jitender/Spotlight.git","64","29jitender/Spotlight","52","436","false"
"OpnTec/bodyapps-android","https://github.com/OpnTec/bodyapps-android.git","153","OpnTec/bodyapps-android","39","3347","false"
"GoogleCloudPlatform/java-docs-samples","https://github.com/GoogleCloudPlatform/java-docs-samples.git","4704","GoogleCloudPlatform/java-docs-samples","5030","56813","true"
"gwtproject/gwt","https://github.com/gwtproject/gwt.git","9379","gwtproject/gwt","8911","318645","false"
"txusballesteros/welcome-coordinator","https://github.com/txusballesteros/welcome-coordinator.git","116","txusballesteros/welcome-coordinator","12","53075","false"
"Yasic/ParticleTextView","https://github.com/Yasic/ParticleTextView.git","27","Yasic/ParticleTextView","3","48025","false"
"HackPlan/AndroidCharts","https://github.com/HackPlan/AndroidCharts.git","78","HackPlan/AndroidCharts","15","863","false"
"xamarin/XobotOS","https://github.com/xamarin/XobotOS.git","2","xamarin/XobotOS","1","181723","false"
"OpnTec/ots15-companion","https://github.com/OpnTec/ots15-companion.git","28","OpnTec/ots15-companion","9","1290","false"
"pingfangushi/screw","https://github.com/pingfangushi/screw.git","173","pingfangushi/screw","9","2066","false"
"Pi4J/pi4j","https://github.com/Pi4J/pi4j.git","1240","Pi4J/pi4j","505","41569","true"
"kofigyan/StateProgressBar","https://github.com/kofigyan/StateProgressBar.git","112","kofigyan/StateProgressBar","23","1543","false"
"itext/itextpdf","https://github.com/itext/itextpdf.git","4424","itext/itextpdf","43","115828","false"
"nuptboyzhb/SuperSwipeRefreshLayout","https://github.com/nuptboyzhb/SuperSwipeRefreshLayout.git","31","nuptboyzhb/SuperSwipeRefreshLayout","25","1998","false"
"peng-zhihui/DeepVision","https://github.com/peng-zhihui/DeepVision.git","11","peng-zhihui/DeepVision","2","138157","false"
"tomoya92/pybbs","https://github.com/tomoya92/pybbs.git","905","tomoya92/pybbs","144","52526","true"
"NoEndToLF/ChinaMapView","https://github.com/NoEndToLF/ChinaMapView.git","66","NoEndToLF/ChinaMapView","2","12709","false"
"OpnTec/open-event-android","https://github.com/OpnTec/open-event-android.git","802","OpnTec/open-event-android","0","70310","true"
"venshine/GoodView","https://github.com/venshine/GoodView.git","8","venshine/GoodView","2","127","false"
"ribot/ribot-app-android","https://github.com/ribot/ribot-app-android.git","128","ribot/ribot-app-android","18","2035","false"
"youseries/urule","https://github.com/youseries/urule.git","180","youseries/urule","120","12417","false"
"toddway/MaterialTransitions","https://github.com/toddway/MaterialTransitions.git","11","toddway/MaterialTransitions","0","985","false"
"JackJiang2011/beautyeye","https://github.com/JackJiang2011/beautyeye.git","153","JackJiang2011/beautyeye","4","20774","false"
"Devlight/ArcProgressStackView","https://github.com/Devlight/ArcProgressStackView.git","51","Devlight/ArcProgressStackView","17","223","false"
"wnafee/vector-compat","https://github.com/wnafee/vector-compat.git","84","wnafee/vector-compat","23","602","false"
"MarkerHub/vueblog","https://github.com/MarkerHub/vueblog.git","18","MarkerHub/vueblog","8","417","false"
"nelenkov/android-backup-extractor","https://github.com/nelenkov/android-backup-extractor.git","92","nelenkov/android-backup-extractor","59","261","false"
"apache/iotdb","https://github.com/apache/iotdb.git","4811","apache/iotdb","2867","54398","true"
"wszf/androrat","https://github.com/wszf/androrat.git","35","wszf/androrat","25","3254","false"
"OysterQAQ/Pixiv-Illustration-Collection-Backend","https://github.com/OysterQAQ/Pixiv-Illustration-Collection-Backend.git","1278","OysterQAQ/Pixiv-Illustration-Collection-Backend","34","12074","true"
"todotxt/todo.txt-android","https://github.com/todotxt/todo.txt-android.git","494","todotxt/todo.txt-android","481","10534","true"
"ManbangGroup/Phantom","https://github.com/ManbangGroup/Phantom.git","39","ManbangGroup/Phantom","16","469","false"
"iTXTech/Daedalus","https://github.com/iTXTech/Daedalus.git","340","iTXTech/Daedalus","109","1241","true"
"timusus/RecyclerView-FastScroll","https://github.com/timusus/RecyclerView-FastScroll.git","212","timusus/RecyclerView-FastScroll","106","1861","true"
"MrEngineer13/SnackBar","https://github.com/MrEngineer13/SnackBar.git","146","MrEngineer13/SnackBar","81","478","false"
"kaelaela/VerticalViewPager","https://github.com/kaelaela/VerticalViewPager.git","20","kaelaela/VerticalViewPager","5","1681","false"
"bignerdranch/expandable-recycler-view","https://github.com/bignerdranch/expandable-recycler-view.git","485","bignerdranch/expandable-recycler-view","321","30548","true"
"pingpongboss/StandOut","https://github.com/pingpongboss/StandOut.git","138","pingpongboss/StandOut","18","786","false"
"k0shk0sh/PermissionHelper","https://github.com/k0shk0sh/PermissionHelper.git","107","k0shk0sh/PermissionHelper","44","1864","false"
"mrwonderman/android-square-progressbar","https://github.com/mrwonderman/android-square-progressbar.git","193","mrwonderman/android-square-progressbar","46","3943","false"
"JorgeCastilloPrz/FABProgressCircle","https://github.com/JorgeCastilloPrz/FABProgressCircle.git","79","JorgeCastilloPrz/FABProgressCircle","12","5293","false"
"kiegroup/jbpm","https://github.com/kiegroup/jbpm.git","4016","kiegroup/jbpm","1893","333319","false"
"M66B/XPrivacyLua","https://github.com/M66B/XPrivacyLua.git","719","M66B/XPrivacyLua","13","2203","true"
"JeroenMols/LandscapeVideoCamera","https://github.com/JeroenMols/LandscapeVideoCamera.git","456","JeroenMols/LandscapeVideoCamera","57","62627","true"
"mpetazzoni/ttorrent","https://github.com/mpetazzoni/ttorrent.git","944","mpetazzoni/ttorrent","187","6808","true"
"Tibolte/AgendaCalendarView","https://github.com/Tibolte/AgendaCalendarView.git","82","Tibolte/AgendaCalendarView","50","2114","false"
"centic9/jgit-cookbook","https://github.com/centic9/jgit-cookbook.git","284","centic9/jgit-cookbook","77","870","true"
"haraldk/TwelveMonkeys","https://github.com/haraldk/TwelveMonkeys.git","1317","haraldk/TwelveMonkeys","554","280362","false"
"dmytrodanylyk/android-morphing-button","https://github.com/dmytrodanylyk/android-morphing-button.git","11","dmytrodanylyk/android-morphing-button","8","292","false"
"winder/Universal-G-Code-Sender","https://github.com/winder/Universal-G-Code-Sender.git","2754","winder/Universal-G-Code-Sender","1431","59894","true"
"ivan-vasilev/neuralnetworks","https://github.com/ivan-vasilev/neuralnetworks.git","351","ivan-vasilev/neuralnetworks","34","192738","false"
"wajahatkarim3/EasyFlipView","https://github.com/wajahatkarim3/EasyFlipView.git","124","wajahatkarim3/EasyFlipView","49","15606","false"
"yigit/dev-summit-architecture-demo","https://github.com/yigit/dev-summit-architecture-demo.git","1","yigit/dev-summit-architecture-demo","3","169","false"
"WeBankFinTech/DataSphereStudio","https://github.com/WeBankFinTech/DataSphereStudio.git","455","WeBankFinTech/DataSphereStudio","173","70896","true"
"gjiazhe/WaveSideBar","https://github.com/gjiazhe/WaveSideBar.git","38","gjiazhe/WaveSideBar","8","632","false"
"ManuelPeinado/GlassActionBar","https://github.com/ManuelPeinado/GlassActionBar.git","55","ManuelPeinado/GlassActionBar","3","9962","false"
"innoveit/react-native-ble-manager","https://github.com/innoveit/react-native-ble-manager.git","609","innoveit/react-native-ble-manager","663","3814","true"
"noties/Scrollable","https://github.com/noties/Scrollable.git","77","noties/Scrollable","62","5323","false"
"quran/quran_android","https://github.com/quran/quran_android.git","2540","quran/quran_android","1397","10868","true"
"webbukkit/dynmap","https://github.com/webbukkit/dynmap.git","2393","webbukkit/dynmap","2992","15804","true"
"asyl/ArcAnimator","https://github.com/asyl/ArcAnimator.git","18","asyl/ArcAnimator","15","127","false"
"githubwing/ByeBurger","https://github.com/githubwing/ByeBurger.git","70","githubwing/ByeBurger","9","7646","false"
"kalessil/phpinspectionsea","https://github.com/kalessil/phpinspectionsea.git","5374","kalessil/phpinspectionsea","1534","132528","false"
"BuildCraft/BuildCraft","https://github.com/BuildCraft/BuildCraft.git","7346","BuildCraft/BuildCraft","4284","75173","true"
"jinatonic/confetti","https://github.com/jinatonic/confetti.git","42","jinatonic/confetti","51","2467","false"
"android-notes/SwissArmyKnife","https://github.com/android-notes/SwissArmyKnife.git","169","android-notes/SwissArmyKnife","20","6008","false"
"addappcn/android-pickers","https://github.com/addappcn/android-pickers.git","63","addappcn/android-pickers","40","16019","false"
"graphhopper/jsprit","https://github.com/graphhopper/jsprit.git","2122","graphhopper/jsprit","427","10627","true"
"yurishkuro/opentracing-tutorial","https://github.com/yurishkuro/opentracing-tutorial.git","102","yurishkuro/opentracing-tutorial","56","354","false"
"vilyever/AndroidSocketClient","https://github.com/vilyever/AndroidSocketClient.git","75","vilyever/AndroidSocketClient","27","292","false"
"vigna/fastutil","https://github.com/vigna/fastutil.git","1759","vigna/fastutil","224","23474","true"
"waylau/netty-4-user-guide-demos","https://github.com/waylau/netty-4-user-guide-demos.git","95","waylau/netty-4-user-guide-demos","16","213","false"
"pedrovgs/Renderers","https://github.com/pedrovgs/Renderers.git","344","pedrovgs/Renderers","54","11065","true"
"yanzhenjie/Sofia","https://github.com/yanzhenjie/Sofia.git","43","yanzhenjie/Sofia","25","5022","false"
"datastax/java-driver","https://github.com/datastax/java-driver.git","1616","datastax/java-driver","1523","36885","true"
"vaquarkhan/vaquarkhan","https://github.com/vaquarkhan/vaquarkhan.git","174","vaquarkhan/vaquarkhan","5","1014538","false"
"google/firing-range","https://github.com/google/firing-range.git","84","google/firing-range","21","190","false"
"liaohuqiu/cube-sdk","https://github.com/liaohuqiu/cube-sdk.git","267","liaohuqiu/cube-sdk","31","13719","true"
"frogermcs/GithubClient","https://github.com/frogermcs/GithubClient.git","53","frogermcs/GithubClient","13","190","false"
"jknack/handlebars.java","https://github.com/jknack/handlebars.java.git","979","jknack/handlebars.java","746","3698","true"
"mohak1712/UberUX","https://github.com/mohak1712/UberUX.git","31","mohak1712/UberUX","5","888","false"
"jwpttcg66/NettyGameServer","https://github.com/jwpttcg66/NettyGameServer.git","812","jwpttcg66/NettyGameServer","23","3404","true"
"vanniktech/Emoji","https://github.com/vanniktech/Emoji.git","218","vanniktech/Emoji","475","87513","true"
"f2prateek/dart","https://github.com/f2prateek/dart.git","334","f2prateek/dart","200","3868","true"
"hapifhir/hapi-fhir","https://github.com/hapifhir/hapi-fhir.git","7807","hapifhir/hapi-fhir","2185","777900","false"
"liaochong/myexcel","https://github.com/liaochong/myexcel.git","1158","liaochong/myexcel","290","3751","true"
"hawtio/hawtio","https://github.com/hawtio/hawtio.git","8879","hawtio/hawtio","2581","96561","true"
"thest1/LazyList","https://github.com/thest1/LazyList.git","43","thest1/LazyList","27","366","false"
"sleuthkit/autopsy","https://github.com/sleuthkit/autopsy.git","31655","sleuthkit/autopsy","6569","1590983","false"
"devunwired/recyclerview-playground","https://github.com/devunwired/recyclerview-playground.git","84","devunwired/recyclerview-playground","27","266","false"
"zhkl0228/unidbg","https://github.com/zhkl0228/unidbg.git","1113","zhkl0228/unidbg","150","543167","false"
"peter-lawrey/Java-Chronicle","https://github.com/peter-lawrey/Java-Chronicle.git","306","peter-lawrey/Java-Chronicle","31","1101","true"
"Pkmmte/CircularImageView","https://github.com/Pkmmte/CircularImageView.git","41","Pkmmte/CircularImageView","20","1931","false"
"hcoles/pitest","https://github.com/hcoles/pitest.git","1804","hcoles/pitest","552","12936","true"
"atduskgreg/opencv-processing","https://github.com/atduskgreg/opencv-processing.git","155","atduskgreg/opencv-processing","77","247311","false"
