"_id","clone_url","commit_size","full_name","issue_size","repo_size","status"
"justauth/JustAuth","https://github.com/justauth/JustAuth.git","619","justauth/JustAuth","88","9312","true"
"iluwatar/java-design-patterns","https://github.com/iluwatar/java-design-patterns.git","3072","iluwatar/java-design-patterns","1436","26127","true"
"MisterBooo/LeetCodeAnimation","https://github.com/MisterBooo/LeetCodeAnimation.git","241","MisterBooo/LeetCodeAnimation","112","509802","false"
"CyC2018/CS-Notes","https://github.com/CyC2018/CS-Notes.git","3766","CyC2018/CS-Notes","933","115070","false"
"Snailclimb/JavaGuide","https://github.com/Snailclimb/JavaGuide.git","2964","Snailclimb/JavaGuide","1088","53639","true"
"apache/druid","https://github.com/apache/druid.git","10945","apache/druid","9979","226747","false"
"Netflix/zuul","https://github.com/Netflix/zuul.git","1091","Netflix/zuul","814","4158","true"
"android-async-http/android-async-http","https://github.com/android-async-http/android-async-http.git","899","android-async-http/android-async-http","1258","3063","true"
"GoogleContainerTools/jib","https://github.com/GoogleContainerTools/jib.git","1854","GoogleContainerTools/jib","3090","14869","true"
"lipangit/JiaoZiVideoPlayer","https://github.com/lipangit/JiaoZiVideoPlayer.git","1858","lipangit/JiaoZiVideoPlayer","2455","143896","false"
"Netflix/eureka","https://github.com/Netflix/eureka.git","1668","Netflix/eureka","1337","12065","true"
"jeasonlzy/okhttp-OkGo","https://github.com/jeasonlzy/okhttp-OkGo.git","250","jeasonlzy/okhttp-OkGo","524","84860","true"
"H07000223/FlycoTabLayout","https://github.com/H07000223/FlycoTabLayout.git","40","H07000223/FlycoTabLayout","169","2603","false"
"Tencent/APIJSON","https://github.com/Tencent/APIJSON.git","2340","Tencent/APIJSON","132","71143","true"
"pagehelper/Mybatis-PageHelper","https://github.com/pagehelper/Mybatis-PageHelper.git","543","pagehelper/Mybatis-PageHelper","428","4692","true"
"rzwitserloot/lombok","https://github.com/rzwitserloot/lombok.git","3231","rzwitserloot/lombok","2139","79046","true"
"lingochamp/FileDownloader","https://github.com/lingochamp/FileDownloader.git","834","lingochamp/FileDownloader","1240","40720","true"
"LuckSiege/PictureSelector","https://github.com/LuckSiege/PictureSelector.git","2637","LuckSiege/PictureSelector","1558","202490","false"
"tbruyelle/RxPermissions","https://github.com/tbruyelle/RxPermissions.git","227","tbruyelle/RxPermissions","256","586","true"
"google/guice","https://github.com/google/guice.git","1931","google/guice","1147","84951","true"
"JessYanCoding/MVPArms","https://github.com/JessYanCoding/MVPArms.git","1078","JessYanCoding/MVPArms","348","5966","true"
"YunaiV/SpringBoot-Labs","https://github.com/YunaiV/SpringBoot-Labs.git","666","YunaiV/SpringBoot-Labs","22","1737","true"
"sqshq/piggymetrics","https://github.com/sqshq/piggymetrics.git","288","sqshq/piggymetrics","38","1513","true"
"codecentric/spring-boot-admin","https://github.com/codecentric/spring-boot-admin.git","1540","codecentric/spring-boot-admin","1627","22750","true"
"liaohuqiu/android-Ultra-Pull-To-Refresh","https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh.git","182","liaohuqiu/android-Ultra-Pull-To-Refresh","173","3474","false"
"YoKeyword/Fragmentation","https://github.com/YoKeyword/Fragmentation.git","612","YoKeyword/Fragmentation","1073","29343","true"
"antlr/antlr4","https://github.com/antlr/antlr4.git","7966","antlr/antlr4","2474","63856","true"
"ksoichiro/Android-ObservableScrollView","https://github.com/ksoichiro/Android-ObservableScrollView.git","383","ksoichiro/Android-ObservableScrollView","109","13780","true"
"roughike/BottomBar","https://github.com/roughike/BottomBar.git","770","roughike/BottomBar","591","40819","true"
"lzyzsd/JsBridge","https://github.com/lzyzsd/JsBridge.git","87","lzyzsd/JsBridge","76","582","false"
"GcsSloop/AndroidNote","https://github.com/GcsSloop/AndroidNote.git","1373","GcsSloop/AndroidNote","64","7032","true"
"OpenAPITools/openapi-generator","https://github.com/OpenAPITools/openapi-generator.git","15580","OpenAPITools/openapi-generator","6935","502409","false"
"junit-team/junit4","https://github.com/junit-team/junit4.git","2474","junit-team/junit4","1548","24337","true"
"OpenRefine/OpenRefine","https://github.com/OpenRefine/OpenRefine.git","5804","OpenRefine/OpenRefine","3176","383210","false"
"DuGuQiuBai/Java","https://github.com/DuGuQiuBai/Java.git","33","DuGuQiuBai/Java","7","24346","false"
"baomidou/mybatis-plus","https://github.com/baomidou/mybatis-plus.git","4530","baomidou/mybatis-plus","3340","16172","true"
"Yalantis/uCrop","https://github.com/Yalantis/uCrop.git","340","Yalantis/uCrop","560","62450","true"
"JakeWharton/ViewPagerIndicator","https://github.com/JakeWharton/ViewPagerIndicator.git","241","JakeWharton/ViewPagerIndicator","215","8657","true"
"Anuken/Mindustry","https://github.com/Anuken/Mindustry.git","11415","Anuken/Mindustry","4941","1730484","false"
"java-decompiler/jd-gui","https://github.com/java-decompiler/jd-gui.git","253","java-decompiler/jd-gui","196","56989","true"
"hyb1996/Auto.js","https://github.com/hyb1996/Auto.js.git","836","hyb1996/Auto.js","616","130098","false"
"redis/jedis","https://github.com/redis/jedis.git","1796","redis/jedis","2313","9699","true"
"seaswalker/spring-analysis","https://github.com/seaswalker/spring-analysis.git","99","seaswalker/spring-analysis","12","4939","false"
"ben-manes/caffeine","https://github.com/ben-manes/caffeine.git","1288","ben-manes/caffeine","518","98341","true"
"aosp-mirror/platform_frameworks_base","https://github.com/aosp-mirror/platform_frameworks_base.git","566448","aosp-mirror/platform_frameworks_base","111","2903744","false"
"pockethub/PocketHub","https://github.com/pockethub/PocketHub.git","3512","pockethub/PocketHub","1158","11945","true"
"apache/zookeeper","https://github.com/apache/zookeeper.git","2314","apache/zookeeper","1520","128843","false"
"wasabeef/glide-transformations","https://github.com/wasabeef/glide-transformations.git","238","wasabeef/glide-transformations","145","26506","true"
"umano/AndroidSlidingUpPanel","https://github.com/umano/AndroidSlidingUpPanel.git","361","umano/AndroidSlidingUpPanel","686","2861","true"
"navasmdc/MaterialDesignLibrary","https://github.com/navasmdc/MaterialDesignLibrary.git","74","navasmdc/MaterialDesignLibrary","160","8930","false"
"perwendel/spark","https://github.com/perwendel/spark.git","1062","perwendel/spark","994","2486","true"
"pedant/sweet-alert-dialog","https://github.com/pedant/sweet-alert-dialog.git","58","pedant/sweet-alert-dialog","54","1694","false"
"lecho/hellocharts-android","https://github.com/lecho/hellocharts-android.git","819","lecho/hellocharts-android","260","6126","true"
"koush/AndroidAsync","https://github.com/koush/AndroidAsync.git","1095","koush/AndroidAsync","352","3681","true"
"google/android-classyshark","https://github.com/google/android-classyshark.git","610","google/android-classyshark","160","24853","true"
"davemorrissey/subsampling-scale-image-view","https://github.com/davemorrissey/subsampling-scale-image-view.git","351","davemorrissey/subsampling-scale-image-view","518","57935","true"
"gedoor/MyBookshelf","https://github.com/gedoor/MyBookshelf.git","5982","gedoor/MyBookshelf","362","26743","true"
"resilience4j/resilience4j","https://github.com/resilience4j/resilience4j.git","1311","resilience4j/resilience4j","1317","7201","true"
"kevin-wayne/algs4","https://github.com/kevin-wayne/algs4.git","194","kevin-wayne/algs4","89","1584","false"
"java-native-access/jna","https://github.com/java-native-access/jna.git","3902","java-native-access/jna","1265","478634","false"
"zendesk/android-floating-action-button","https://github.com/zendesk/android-floating-action-button.git","158","zendesk/android-floating-action-button","236","606","false"
"koush/ion","https://github.com/koush/ion.git","847","koush/ion","613","11991","true"
"macrozheng/mall-swarm","https://github.com/macrozheng/mall-swarm.git","432","macrozheng/mall-swarm","72","53230","true"
"apache/storm","https://github.com/apache/storm.git","10435","apache/storm","3347","204884","false"
"Angel-ML/angel","https://github.com/Angel-ML/angel.git","2654","Angel-ML/angel","851","91847","true"
"uber/RIBs","https://github.com/uber/RIBs.git","321","uber/RIBs","352","4791","true"
"rey5137/material","https://github.com/rey5137/material.git","280","rey5137/material","258","3901","true"
"gocd/gocd","https://github.com/gocd/gocd.git","12501","gocd/gocd","9107","315698","false"
"markzhai/AndroidPerformanceMonitor","https://github.com/markzhai/AndroidPerformanceMonitor.git","182","markzhai/AndroidPerformanceMonitor","94","1077","false"
"guardianproject/haven","https://github.com/guardianproject/haven.git","980","guardianproject/haven","309","24362","true"
"google/closure-compiler","https://github.com/google/closure-compiler.git","16663","google/closure-compiler","2938","175358","false"
"smuyyh/BookReader","https://github.com/smuyyh/BookReader.git","451","smuyyh/BookReader","212","31912","true"
"aa112901/remusic","https://github.com/aa112901/remusic.git","129","aa112901/remusic","28","115952","false"
"NanoHttpd/nanohttpd","https://github.com/NanoHttpd/nanohttpd.git","599","NanoHttpd/nanohttpd","434","1367","true"
"wildfirechat/server","https://github.com/wildfirechat/server.git","1854","wildfirechat/server","343","9796","true"
"NLPchina/ansj_seg","https://github.com/NLPchina/ansj_seg.git","702","NLPchina/ansj_seg","744","352507","false"
"google/j2objc","https://github.com/google/j2objc.git","5272","google/j2objc","1598","99525","true"
"k9mail/k-9","https://github.com/k9mail/k-9.git","10090","k9mail/k-9","4679","72581","true"
"Nightonke/BoomMenu","https://github.com/Nightonke/BoomMenu.git","195","Nightonke/BoomMenu","137","103934","false"
"zo0r/react-native-push-notification","https://github.com/zo0r/react-native-push-notification.git","761","zo0r/react-native-push-notification","1703","1525","true"
"ityouknow/spring-cloud-examples","https://github.com/ityouknow/spring-cloud-examples.git","66","ityouknow/spring-cloud-examples","59","75","false"
"react-native-video/react-native-video","https://github.com/react-native-video/react-native-video.git","1211","react-native-video/react-native-video","1304","12955","true"
"JakeWharton/DiskLruCache","https://github.com/JakeWharton/DiskLruCache.git","136","JakeWharton/DiskLruCache","83","416","false"
"emilsjolander/StickyListHeaders","https://github.com/emilsjolander/StickyListHeaders.git","414","emilsjolander/StickyListHeaders","348","3866","true"
"yuanguangxin/LeetCode","https://github.com/yuanguangxin/LeetCode.git","156","yuanguangxin/LeetCode","9","484","false"
"lets-blade/blade","https://github.com/lets-blade/blade.git","769","lets-blade/blade","359","5314","true"
"facebookarchive/rebound","https://github.com/facebookarchive/rebound.git","125","facebookarchive/rebound","64","23623","false"
"sockeqwe/mosby","https://github.com/sockeqwe/mosby.git","604","sockeqwe/mosby","315","26564","true"
"li-xiaojun/XPopup","https://github.com/li-xiaojun/XPopup.git","786","li-xiaojun/XPopup","653","152013","false"
"alibaba/freeline","https://github.com/alibaba/freeline.git","411","alibaba/freeline","852","75385","true"
"wasabeef/richeditor-android","https://github.com/wasabeef/richeditor-android.git","170","wasabeef/richeditor-android","71","2898","false"
"sshahine/JFoenix","https://github.com/sshahine/JFoenix.git","1314","sshahine/JFoenix","1108","28096","true"
"jgilfelt/SystemBarTint","https://github.com/jgilfelt/SystemBarTint.git","63","jgilfelt/SystemBarTint","7","1099","false"
"evernote/android-job","https://github.com/evernote/android-job.git","476","evernote/android-job","594","1852","true"
"liyifeng1994/ssm","https://github.com/liyifeng1994/ssm.git","28","liyifeng1994/ssm","38","12360","false"
"react-native-svg/react-native-svg","https://github.com/react-native-svg/react-native-svg.git","1720","react-native-svg/react-native-svg","1332","15334","true"
"XRecyclerView/XRecyclerView","https://github.com/XRecyclerView/XRecyclerView.git","122","XRecyclerView/XRecyclerView","167","6529","false"
"lightbend/config","https://github.com/lightbend/config.git","1018","lightbend/config","512","4381","true"
"yixia/VitamioBundle","https://github.com/yixia/VitamioBundle.git","130","yixia/VitamioBundle","202","186316","false"
"mrniko/netty-socketio","https://github.com/mrniko/netty-socketio.git","836","mrniko/netty-socketio","452","1946","true"
"apache/zeppelin","https://github.com/apache/zeppelin.git","4846","apache/zeppelin","4004","89945","true"
"amitshekhariitbhu/Fast-Android-Networking","https://github.com/amitshekhariitbhu/Fast-Android-Networking.git","561","amitshekhariitbhu/Fast-Android-Networking","337","2813","true"
"hanks-zyh/HTextView","https://github.com/hanks-zyh/HTextView.git","145","hanks-zyh/HTextView","75","9849","false"
"thinkaurelius/titan","https://github.com/thinkaurelius/titan.git","4434","thinkaurelius/titan","1199","91250","true"
"frogermcs/InstaMaterial","https://github.com/frogermcs/InstaMaterial.git","123","frogermcs/InstaMaterial","18","4531","false"
"Alluxio/alluxio","https://github.com/Alluxio/alluxio.git","31768","Alluxio/alluxio","12767","132875","false"
"CameraKit/camerakit-android","https://github.com/CameraKit/camerakit-android.git","512","CameraKit/camerakit-android","473","21842","true"
"KeepSafe/TapTargetView","https://github.com/KeepSafe/TapTargetView.git","157","KeepSafe/TapTargetView","342","4396","false"
"wxiaoqi/Spring-Cloud-Platform","https://github.com/wxiaoqi/Spring-Cloud-Platform.git","356","wxiaoqi/Spring-Cloud-Platform","42","212252","false"
"wequick/Small","https://github.com/wequick/Small.git","825","wequick/Small","356","7023","true"
"careercup/ctci","https://github.com/careercup/ctci.git","342","careercup/ctci","117","2169","true"
"spring-projects/spring-mvc-showcase","https://github.com/spring-projects/spring-mvc-showcase.git","76","spring-projects/spring-mvc-showcase","69","682","false"
"amitshekhariitbhu/RxJava2-Android-Samples","https://github.com/amitshekhariitbhu/RxJava2-Android-Samples.git","187","amitshekhariitbhu/RxJava2-Android-Samples","38","473","false"
"orhanobut/dialogplus","https://github.com/orhanobut/dialogplus.git","183","orhanobut/dialogplus","147","6790","false"
"JesusFreke/smali","https://github.com/JesusFreke/smali.git","1914","JesusFreke/smali","696","9492","true"
"claritylab/lucida","https://github.com/claritylab/lucida.git","2202","claritylab/lucida","180","1352329","false"
"wasabeef/Blurry","https://github.com/wasabeef/Blurry.git","125","wasabeef/Blurry","35","2283","false"
"Ramotion/folding-cell-android","https://github.com/Ramotion/folding-cell-android.git","130","Ramotion/folding-cell-android","84","26338","false"
"gabrielemariotti/cardslib","https://github.com/gabrielemariotti/cardslib.git","652","gabrielemariotti/cardslib","386","30628","true"
"pardom-zz/ActiveAndroid","https://github.com/pardom-zz/ActiveAndroid.git","284","pardom-zz/ActiveAndroid","236","18083","true"
"google/cameraview","https://github.com/google/cameraview.git","80","google/cameraview","101","256","false"
"apache/beam","https://github.com/apache/beam.git","31645","apache/beam","14405","224095","false"
"square/sqlbrite","https://github.com/square/sqlbrite.git","304","square/sqlbrite","247","754","true"
"intuit/karate","https://github.com/intuit/karate.git","3112","intuit/karate","1544","21969","true"
"socketio/socket.io-client-java","https://github.com/socketio/socket.io-client-java.git","292","socketio/socket.io-client-java","364","2030","true"
"DingMouRen/LayoutManagerGroup","https://github.com/DingMouRen/LayoutManagerGroup.git","116","DingMouRen/LayoutManagerGroup","21","45683","false"
"hongyangAndroid/baseAdapter","https://github.com/hongyangAndroid/baseAdapter.git","12","hongyangAndroid/baseAdapter","20","724","false"
"go-lang-plugin-org/go-lang-idea-plugin","https://github.com/go-lang-plugin-org/go-lang-idea-plugin.git","3588","go-lang-plugin-org/go-lang-idea-plugin","2503","34753","true"
"danikula/AndroidVideoCache","https://github.com/danikula/AndroidVideoCache.git","89","danikula/AndroidVideoCache","147","116058","false"
"chentao0707/SimplifyReader","https://github.com/chentao0707/SimplifyReader.git","46","chentao0707/SimplifyReader","58","62804","false"
"danielzeller/Depth-LIB-Android-","https://github.com/danielzeller/Depth-LIB-Android-.git","42","danielzeller/Depth-LIB-Android-","13","3657","false"
"SplashCodes/JAViewer","https://github.com/SplashCodes/JAViewer.git","117","SplashCodes/JAViewer","300","2335","false"
"facebook/shimmer-android","https://github.com/facebook/shimmer-android.git","97","facebook/shimmer-android","107","4774","false"
"google/google-authenticator","https://github.com/google/google-authenticator.git","217","google/google-authenticator","548","2433","true"
"zhanghai/Douya","https://github.com/zhanghai/Douya.git","1318","zhanghai/Douya","95","25479","true"
"romandanylyk/PageIndicatorView","https://github.com/romandanylyk/PageIndicatorView.git","303","romandanylyk/PageIndicatorView","88","33988","true"
"square/android-times-square","https://github.com/square/android-times-square.git","339","square/android-times-square","456","1525","true"
"YunaiV/onemall","https://github.com/YunaiV/onemall.git","950","YunaiV/onemall","19","10121","true"
"jOOQ/jOOQ","https://github.com/jOOQ/jOOQ.git","9951","jOOQ/jOOQ","9724","163679","false"
"quartz-scheduler/quartz","https://github.com/quartz-scheduler/quartz.git","758","quartz-scheduler/quartz","427","24503","true"
"chillzhuang/SpringBlade","https://github.com/chillzhuang/SpringBlade.git","43","chillzhuang/SpringBlade","12","6097","false"
"razerdp/BasePopup","https://github.com/razerdp/BasePopup.git","790","razerdp/BasePopup","394","21030","true"
"aporter/coursera-android","https://github.com/aporter/coursera-android.git","135","aporter/coursera-android","35","22558","false"
"hazelcast/hazelcast","https://github.com/hazelcast/hazelcast.git","33703","hazelcast/hazelcast","17633","331000","false"
"puniverse/quasar","https://github.com/puniverse/quasar.git","2494","puniverse/quasar","250","80585","true"
"firebase/FirebaseUI-Android","https://github.com/firebase/FirebaseUI-Android.git","1608","firebase/FirebaseUI-Android","1826","22462","true"
"hustcc/JS-Sorting-Algorithm","https://github.com/hustcc/JS-Sorting-Algorithm.git","53","hustcc/JS-Sorting-Algorithm","39","3612","false"
